date,kathas,venue_and_time,district,state,country,artists,organiser,updated_by,source_file
16-01-10,"Rugmangada Cheritham, Daksha Yagam",Thirunakkara Kottayam,Kottayam,Kerala,India,"Rugmangada: Kala. Balasubramanian, Mohini: RLV Radhakrishnan, Brahmins: Kala. Vipin, Kala. Kasinathan, Kala. Suchindran, Dharmangada: Harikrishnan Krishnakumar, Sandhyavali: Kala. Anilkumar, Vishnu: K",,Hari,archive2010-1q.asp
15-01-10,KUCHELAVRITHAM,7PM PadinhareMadhamTemplePattambi,Palakkad,Kerala,India,Vesham KalamandalamMPSNamboodiri KalaGuruvayoorHaridasan KalaKuttikrishnan KalaSivadasan PattuKottakkalNarayanan KottakkalNarayananNamboodiri ChendaKalaVijayakrishnan MaddalamKalaAneesh ChuttyKalanila,KalamandalamGuruvayoorHaridasan 0488 4235565,DrRamanNambisan,archive2010-1q.asp
15-01-10,"Sita Swayamvaram, Kiratham",Ayioor,,Kerala,India,"Kala. Prasanth, Kala. Kesavan Namboothiri, Kala. Bhagyanathan, Kalakendram Troup, Pattu: Kala. Balachandran, Kalanilayam Sinu, Chenda: Kidangoor Rajesh, Kala. Purushoothaman, Maddalam: Kala. Vineeth, ",,Hari the Midget,archive2010-1q.asp
14-01-10,Keechaka Vadham,Kadamudi,,Kerala,India,"Keechaka: Sadanam Krishnankutty, Syrandri: Kala. Rajashekaran, Pattu: Pathiyoor Shankarankutty, Kottakkal Madhu, Kala. Sajeev, Chenda: Kala. Krishnadas",,Hari the Midget,archive2010-1q.asp
14-01-10,"Sita Swayamvaram, Karna Shapadam, Duryodhana Vadham",Aranmula Parthasarathy Temple,Pattanamthitta,Kerala,India,"Parasurama: Kala. Balasubramanian, Karna: Kala. Krishnakumar, Kunthi: Kala. Kesavan Namboothiri, Roudra Bheema: Kala. Bhagyanathan, Duryodhana: FACT Mohan, Dussassana: Kala. Balakrishna Pillai, Bhanum",Kalamandalam Kesavan Namboothiri,Hari the Midget,archive2010-1q.asp
14-01-10,Duryodhana Vadham,Palakkad,Palakkad,Kerala,India,"Kottakkal Chandrashekara Warrier, Kottakkal Vasudevan Kundalayar, Kottakkal Kesavan Kudalayar, Kottakkal Sudheer, Kottakkal Devadas, Kottakkal Rajmohan, etc, Pattu: Kottakkal Narayanan, Kottakkal Madh",,Hari the Midget,archive2010-1q.asp
14-01-10,"Bakka Vadham, Subhadraharanam",Kottaarakkara,,Kerala,India,"Kala. Ramachandran Unnithan, etc Pattu: Kala. Balachandran",,Hari the Midget,archive2010-1q.asp
14-01-10,"Sita Swayamvaram, Karna Shapadam, Duryodhana Vadham (starting from Paripahimam)",Aranmula Parthasarathy Temple 9:30,Pattanamthitta,Kerala,India,"Parasurama: Kala. Balasubramanian, Karna: Kala. Krishnakumar, Kunthi: Kala. Kesavan Namboothiri, Roudra Bheema: Kala. Bhagyanathan, Duryodhana: FACT Mohan, Dussassana: Kala. Balakrishna Pillai, Bhanum",Kalamandalam Kesavan Namboothiri,Balu Nair,archive2010-1q.asp
13-01-10,"Daksha Yaga, Rukmini Swayamvaram, Kiratham",Payyannur,Kannur,Kerala,India,"Daksha: Kala. Vasu Pisharody, Vedavali: Kala. Anilkumar, Shutha Brahman: Kala. Myannad Rajeev, Sathi: Kala. Shanmugan, Shiva: Kala. Prasanth, Sundara Brahmana: Kala. K.G. Vasudevan, Rukmini: Kudamaloo",,Babu,archive2010-1q.asp
13-01-10,"Nalacheritham 4, Krishna Leela, Bali Vadham",Sri Vallabha Kshetram,Thiruvalla,Kerala,India,"Bahuka: Ettumanoor Kannan, Damayanthi: RLV Radhakrishnan, Kesini: Madhu Varanasi, Krishna: Kala. Balasubramanian, Yashoda: Kalanilayam Gopalakrishnan, Devaki: Oyoor Ramachandran, Bali: Kala. Ramachand",,Hari the Midget,archive2010-1q.asp
12-01-10,NIZHALKUTHU,"Aluva Edaykkattil Shree Dharma Sastha Temple, Aluva",Ernakulam,Kerala,India,"Kala. Ramachandran Unnithaan, Kala. Oyoor Ramachandran, Kala. Sreekumar, RLV Gopi, Kala. Hari.R.Nair, FACT Biju Bhaskar, RLV Sunil Kumar, RLV Pramod etc. Vocal: Kalanilayam Rajeevan, Kala. Sudheesh, R",Sponsored by PARAT Kamalakshi Pillai Family,Pankajakshan Pillai (Chennai),archive2010-1q.asp
12-01-10,"Sita Swayamvaram, Bali Vijayam, Kiratham",Shankamangalam,,Kerala,India,"Madavoor Vasudevan Nair, Kala. Ramachandran Unnithan, Pattu: Pathiyoor Shankarankutty, Parimanam Madhu",,Hari the Midget,archive2010-1q.asp
12-01-10,Daksha Yagam,Kerala Kalamandalam,Thrissur,Kerala,India,"Daksha: Kala. Balasubramanian, etc",,Hari the Midget,archive2010-1q.asp
12-01-10,"Kuchella Vrittam, Santhana Gopalam",Sri Vallabha Kshetram Thiruvalla,Alleppy,Kerala,India,"RLV Rajashekaran, Kalabharathi Manmadhan, Cheriyankeer Murugan, etc, Pattu: Thiruvalla Gopikuttan Nair, Parimanam Madhu, Mangalam Narayana Namboothiri, Chenda: Thiruvalla Hari, Kalabharthi Peethambara",Sreerangam troup,Hari the Midget,archive2010-1q.asp
12-01-10,Keechaka Vadham,Mangaad near Kottayam,Kottayam,Kerala,India,"Keechaka: Kala. Krishnakumar, Syrandri: Kalanilayam Gopalakrishnan, Pattu: Kala. Babu Namboothiri, Kala. Harish, Chenda: Kuroor Vasudevan Namboothiri, Maddalam: Kalanilayam Manoj",,Hari the Midget,archive2010-1q.asp
12-01-10,Kalyana Saugandhikam,Patthanamthitta Evoor,Patthanamthitta,Kerala,India,"Kala. Pradeep, etc",,Hari the Midget,archive2010-1q.asp
11-01-10,Nalacharitham-III,"Aalumoodu bhagavathy temple, Kazhakuttom",Thiruvananthapuram,Kerala,India,"WARM RECEPTION - AADARAYANAM TO GURU KALA.VASUPISHARODY BY KALIYARANGU. Aattom - Nalan&rithuparnan-kala.mukundan,karkodakan-venkitaraman,Baahukan- Guru Kala.Vasu Pisharody, Jeevalan-Ravindran Pillai,V","KALIYARANGU, KAZHAKUTOM",V.Madhu kumar,archive2010-1q.asp
11-01-10,Kuchella Vrittam,Guruvayoor,Thrissur,Kerala,India,"Parianampatta Divakaran, Kala. Pradeep, Pattu: Velinezhi Haridas, Chenda: Kala. Nandakumar, Maddalam: Kala. Venukuttan",,Hari the Midget,archive2010-1q.asp
11-01-10,"Purapad, Double Melapadam, Nalacharitham 3, Nalacharitham 4",Sri Vallabha Kshetram Thiruvalla,Alleppey,Kerala,India,"Nala: FACT Mohan, Karkodaka: Thiruvalla Babu, Bahuka: Thonnakkal Peethambaran, Sudeva: FACT Padmanabhan, Damayanthi: Oyoor Ramachandran, Varshneyan: Thiruvalla Harikumar, Jivalan: Thiruvalla Sadashiva",,Hari the Midget,archive2010-1q.asp
11-01-10,Kalyana Saugandhikam,Payyanur,Kannur,Kerala,India,"Hanuman: Kala. MPS Namboothiri, Bheema: Kala. Krishnakumar, Panchali: Kala. Suchindran, Pattu: Kala. Vinod, Kala. Nedumpally RamMohann, Chenda: Ayamkudi Unnikrishnan, Maddalam: Kalanilayam Manoj, Chut",,Babu,archive2010-1q.asp
10-01-10,Rugmangadacheritham,Paravoor,Ernakulam,Kerala,India,"RLV Radhakrishnan, etc",,Hari the Midget,archive2010-1q.asp
10-01-10,'Nalacharitham Moonam Divasam' (Nalacharitham 3rd Day),"Model English School, Pandurangwadi, Dombivili (E), Mumbai",Mumbai,Kerala,India,"S/Shri Mathoor Govindankutty, Injakkad Ramachandran Pillai, Kala.Gopalakrishnan (Mumbai),Kalabharathi Harikumar, Kudamaloor Muralikrishnan, Kalakendram Muralidharan Namboothiri, Thiruvalla Sadasivan, ","Kalakshetra, Dombivili, Mumbai",M.V. Damodaran,archive2010-1q.asp
10-01-10,Bali Vadham,Cherukolpuzha 7:00 pm,Pattanamthitta,Kerala,India,"Kottayam Ramakrishnan, Kala. Ramachandran Unnithan, Kottakkal Devadas, Oyoor Ramachandran, Pattu: Kala. Sajeev, Kala. Ajesh Prabhakar, Chenda: Kala. Shivadas, Maddalam: Kala. Harikumar",,Hari the Midget,archive2010-1q.asp
10-01-10,"DR. K.N.PISHAROTY SMARAKA KATHAKALI CLUB , IRINJALAKUDA - ANNUAL DAY","KALANILAYAM HALL , IRINJALAKUDA 7.30 pm",Thrissur,Kerala,India,"7.30:ANNUAL DAY MEETING.Chief Guest:Dr.P.M.Rajan Gurukkal(Vice Chancellor, Mahathma Gandhi University.) Presentation of DR.K.N.PISHAROTY SMARAKA KATHAKALI PURASKARAM to Sadanam Balakrishnan. Vazhenkat","KATHAKALI CLUB,IRINJALAKUDA,. 9249800700",M.K..ANIYAN,archive2010-1q.asp
10-01-10,Rukmangada Charitham,"Kannankulangara Sreekrishna Temple, North Paravur, 7.30 p.m.",Ernakulam,Kerala,India,"Kal. Balasubramanian-Rukmangadan, Margi Vijayakumar-Mohini, Kal. Sreekanth, FACT Biju-Brahmanar, Kal. Pramod-Dharmangadan, FACT Biju-Sandhyavali, R.L.V.Sunil-Mahavishnu, Pattu-Kot. Narayanan, Kaln. Ra","Kshethrolsava Samithi, Sreekrishna Temple","Biju Anand, North Paravur",archive2010-1q.asp
10-01-10,Thoranayudham,Ayodhya Auditorium.Payyannoor. 5pm,Kannur,Kerala,India,"Kala.Manoj,Kala.John,Sadanam Shyamalan, Kala.Sreejith, Kala.Nandakumar, Kala.Raj Narayanan etc",Payyannor kathakaliarangu,Dr.Pavithran,archive2010-1q.asp
09-01-10,Ramayana,Cherthala,Ernakulam,Kerala,India,PSV Natyasangham Kottakkal artists,,Hari the Midget,archive2010-1q.asp
09-01-10,Bali Vijayam,Pandalam,,Kerala,India,"Kala. Kesavan Namboothiri, Kala. Ramachandran Unnithan, FACT Jayadev Varma, Pattu: Kala. Sudheesh, Parimanam Madhu, Chenda: Kala. Raman Namboothiri, Kala. Sreekanth Varma, Maddalam: Kalanilayam Manoj",,Hari the Midget,archive2010-1q.asp
09-01-10,Bali Vijayam,Pandalam,Pattanamthitta,Kerala,India,"Kala. Ramachandran Unnithan, Chenda: Kala. Raman Namboothiri, Kala. Sreekanth Varma, Maddalam: Kalanilayam Manoj",,Hari the Midget,archive2010-1q.asp
09-01-10,Nalacheritham 1,Cherukolpuzha 7:00 pm,Pattanamthitta,Kerala,India,"Nala: Kala. Gopi, Hamsa: Sadanam Krishnankutty, Damayanthi: Margi Vijayakumar, Pattu: Pathiyoor Shankarankutty, Kalanilayam Rajeev, Chenda: Kala. Krishnadas, Maddalam: Kala. Achutha Warrier",,Hari the Midget,archive2010-1q.asp
09-01-10,Gurudakshina,"Bright High School and Jr.College, Village Road, Bhandup (W), Mumbai",Mumbai,Maharashtra State,India,"S/Shri Mathoor Govindankutty, Injakkad Ramachandran Pillai, Kala.Gopalakrishnan (Mumbai),Kalabharathi Harikumar, Kudamaloor Muralikrishnan, Kalakendram Muralidharan Namboothiri, Thiruvalla Sadasivan, ","19th Anniversary of SOPANAM, Mumbai",M.V. Damodaran,archive2010-1q.asp
09-01-10,"SREERAMA PATTABHISHEKAM, KIRATHAM","NALPPATHENNEESWARAM, PANAVALLY Time 9 pm",Alappuzha,Kerala,India,"Performers :Chandrasekhara varier,Kesavan kundlayer,Vasudevan kundlayer, Hari dasan,Devadasan etc./Singers : K.Narayanan,Kottakkal Madhu,etc./Chenda Prasad kumar,Vijayaraghavan/Maddalam:Ravindran,Radh","VRD Kaimal, Chaithram,Panavally",knmadhupanavally@gmail.com,archive2010-1q.asp
08-01-10,(1) Banayudham (Usha Chitralekha); and (2) Rajasooyam (Thekkan),"Bright High School and Jr.College, Village Road, Bhandup (W), Mumbai",Mumbai,Maharashtra State,India,"S/Shri Mathoor Govindankutty, Injakkad Ramachandran Pillai, Kala.Gopalakrishnan (Mumbai),Kalabharathi Harikumar, Kudamaloor Muralikrishnan, Kalakendram Muralidharan Namboothiri, Thiruvalla Sadasivan, ","19th Anniversary of SOPANAM, Mumbai",M.V. Damodaran,archive2010-1q.asp
08-01-10,Santhana Gopalam,Cherukolpuzha 7:00 pm,Pattanamthitta,Kerala,India,"Brahmin: Kala. Kesavan Namboothiri, Krishna: Kala. Ulas, Brahmin wife: Kala. Arun, Pattu: Kala. Surendran, Kalavedi Suresh, Chenda: Ayamkudi Unnikrishnan",,Hari the Midget,archive2010-1q.asp
08-01-10,"Kuchella Vrittam, Prahlada Charitham",Palakkad,Palakkad,Kerala,India,"Krishna: Kala. Harinarayanan, Hiranyakashipu: Kala. Pradeep, Narasimha: Kottakkal Devadas, etc",,Hari the Midget,archive2010-1q.asp
08-01-10,Bali Vijayam,Ernakulam Kathakali Club,Ernakulam,Kerala,India,"Ravana: Kottakkal Chandrashekara Warrier, Bali: Kottakkal Devadas, Narada: FACT Padmanabhan, Pattu: Kala. Rajendran, Kala. RamMohan, Chenda: Kuroor Vasudevan Nambootiri, Maddalam: Kala. Prakash",Ernakulam Kathakali Club,Hari the Midget,archive2010-1q.asp
08-01-10,"Purapad, Melapadam, Nalacheritham 3, Nalacheritham 4",Sri Vallabha Kshetram Thiruvalla,Alleppey,Kerala,India,"Nala: FACT Mohan, Karkodakan: Thiruvalla Babu, Bahuka: Ettumanoor Kannan, Sudeva: Thadayil Unnikrishnan, Damayanthi: Oyoor Ramachandran, Varshneyan: Thiruvalla Harikumar, Jivalan: Thiruvalla Sadashiva",Jaya,Jaya,archive2010-1q.asp
08-01-10,Sita Swayamvaram,Payyanur,Kannur,Kerala,India,"Parasurama: Kala. MPS Namboothiri, Rama: Kala. Shamugan, Sita: Kala. Suchindran, Lakshmana: Kala. Arun Ramesh, Dasharatha: Kalanilayam Karunakara Kurup, Pattu: Kala. Gangadharan, Kala. Vinod, Chenda: ",,Babu,archive2010-1q.asp
07-01-10,Nalacheritham 2,Cherukolpuzha 10:00 am,Pattanamthitta,Kerala,India,Kalamandalam youth,,Hari the Midget,archive2010-1q.asp
07-01-10,Seethaswayamvaram,Cherukolpuzha 7:00 pm,Pattanamthitta,Kerala,India,"Parasurama: FACT Mohan, Kala. Ulas, Kala. Arun, Pattu: Kottakkal Madhu, Kottakkal Narayanan (Vengiri), Chenda: Ayamkudi Unnikrishnan, Maddalam: Kala. Achutha Warrier, Kala. Harikumar",,Hari the Midget,archive2010-1q.asp
07-01-10,"Deshamukha Ravana, Sita Swayamvaram, Rugmangadacharitham",Payyanur,Kannur,Kerala,India,"Ravana: Kala. Krisnakumar, Parasurama: Kala. MPS Namboothiri, Rama: Kala. Shanmugan, Sita: Kala. Suchindran, Lakshmana: Kala. Arun Ramesh, Dasharatha: Kalanilayam Karunakara Kurup, Vasishta: Kala. Mya",,Babu,archive2010-1q.asp
06-01-10,"Rugmangada Charitham, Kalyana Saugandhikam, Kiratham",Payyanur,Kannur,Kerala,India,"Rugmangada: Kala. Vasu Pisharody, Mohini: Kala. K.G. Vasudevan, Sandhyavali: Kala. Anilkumar, Vishnu: Kala. Chinosh, Dharmangada: Kala. Suchindran, Brahmins: Kala. Myannad Rajeev, Kalanilayam Karunaka",,Babu,archive2010-1q.asp
06-01-10,Maruthi Dhanajayam,Near Thiruvalla,Alleppey,Kerala,India,"Madavoor Vasudevan Nair, Thalavadi Aravindan, FACT Mohan, Cheriyankeer Murugan, Thiruvalla Babu, Thiruvalla Sadashivan, Kalanilayam Madhavan Namboothiri, Pattu: Kala. Surendran, Mangalam Narayanan Nam",,Hari the Midget,archive2010-1q.asp
05-01-10,Karna Sapadham,Madras,Madras,Tamil Nadu,India,"Karna: Kala. Gopi, Duryodhana: Kottakkal Nandakumar, Kunthi: Margi Vijayakumar, Bhanumathi: Kala. Shanmugan, Dussassana: Kala. Hari R. Nair, Pattu: Pathiyoor Shankarankutty, Kottakkal Madhu, Vellinezh",,Hari the Midget,archive2010-1q.asp
05-01-10,"Purapad, Melapadam, Poothana Mooksham, Santhana Gopalam, Bali Vijayam, Gitopadesham",Mavelikkara,,Kerala,India,"Poothana: Radhika Nandakumar, Krishna: Kala. Pradeep, Arjuna: Sadanam Krishnankutty, Brahmana: Kala. Kesavan Namboothiri, Brahmana Patni: Kalanilayam Vinod, Bali: Kavumkal Divakara Paniker, Ravana: FA",,Hari,archive2010-1q.asp
04-01-10,Santhana Gopalam,Kalara,,Kerala,India,Chenda: Kala. Sreekanth Varma etc,,Hari the Midget,archive2010-1q.asp
04-01-10,"Nalacharitham 1, Nalacharitham 2",Sri Vallabha Kshetram Thiruvalla,Alleppey,Kerala,India,"Nala: FACT Mohan, Hamsa: FACT Padmanabhan, Damayanthi: Oyoor Ramachandran, Sakhi: Cheriyankeer Murugan, Kalanilayam Vinod, Narada: Kalanilayam Vinod, Nala: Thonnakkal Peethambaran, Damayanthi: Kalanil",,Hari the Midget,archive2010-1q.asp
04-01-10,"Purapad, Melapadam, Sita Swayamvaram, Sri Rama Pattabhishekam",Payyanur,Kannur,Kerala,India,"Parasurama: Kala. MPS Namboothiri, Rama: Kala. Shanmugan, Sita: Kala. Suchindran, Lakshmana: Kala. Arun Ramesh, Dasharatha: Kalanilayam Karunakara Kurup, Vasishta: Kala. Myannad Rajeev, Rama: Kudamalo",,Babu,archive2010-1q.asp
03-01-10,"Daksha Yagam, Kiratham",Payyanur,Kannur,Kerala,India,"Daksha: Kala. Vasu Pisharody, Vedavali: Kala. Anilkumar, Shiva: Kala. Prasanth, Sathi: Kala. Shanmugan, Vritha Brahman: Kalanilayam Karunakara Kurup, Kattalan: Kala. MPS Namboothiri, Kattalastree: Kal",,Babu,archive2010-1q.asp
03-01-10,"Poothana, Sita Swayamvaram, Ambareesha Charitham, Bali Vijayam, Gitopadesham",Sri Vallabha Kshetram Thiruvalla,Alleppey,Kerala,India,"Poothana: Margi Vijayakumar, Parasurama: Kottayama Ramakrishnan, Rama: Kalanilayam Vinod, Sita: Cheriyankeer Murugan, Lakshmana: Thiruvalla Harikumar, Dasharatha: Thiruvalla Babu, Ambareesha: Kottakal",a devotee,Hari the Midget,archive2010-1q.asp
03-01-10,Nalacheritham 4,Kottayam 4:00 pm,Kottayam,Kerala,India,"Bahuka: Kottayam Ramakrishnan, Damayanthi: Mathoor Govindankutty, Kesini: Kudamaloor Muralikrishnan, Pattu: Pathiyoor Shankarankutty, Kala. Sajeev, Chenda: Kuroor Vasudevan Namboothiri, Maddalam: Kala",,Hari Bala-Simcoe,archive2010-1q.asp
03-01-10,Keechaka Vadham,Calicut,,Kerala,India,PSV Natya Sangam Kottakkal Artists,,Hari Bala-Simcoe,archive2010-1q.asp
02-01-10,Sita Swayamvaram,Kottayam,Kottayam,Kerala,India,Parasurama: Kottakkal Devadas,,Hari Bala-Simcoe,archive2010-1q.asp
02-01-10,Ravana Udbhavam,Calicut,,Kerala,India,PSV Natyasangam Kottakkal Artists,,Hari Bala-Simcoe,archive2010-1q.asp
02-01-10,"Poothana Mooksham, Karna Shapadam, Bali Vijayam, Gitopadesham",Sri Vallabha Kshetram Thiruvalla,Alleppey,Kerala,India,"Poothana: Margi Vijayakumar, Karna: Kala. Balasubramanian, Duryodhana: Kala. Vijayakrishnan Unnithan, Dussassana: Thalavadi Aravindan, Kunthi: Oyoor Ramachandran, Bhanumathi: Cheriyankeer Murugan, Bal",a devotee,Hari the Midget,archive2010-1q.asp
02-01-10,"Keechakavadham, Dakshayagam","Kollam ,Ammachiveedu Temple, 9P.M",kollam,Kerala,India,"Margi Troupe. Keechakan- Injakkad Ramachandran Pillai, Syrandhri- Margi Vijayakumar, Chenda- Kala. Krishnadas",advisory committee,"suresh.V,Kollam",archive2010-1q.asp
02-01-10,"Keechakavadham, Dakshayagam","Kollam ,Ammachiveedu Temple, 9P.M",kollam,Kerala,India,"Margi Troupe. Keechakan- Injakkad Ramachandran Pillai, Syrandhri- Margi Vijayakumar, Chenda- Kala. Krishnadas",advisory committee,"suresh.V,Kollam",archive2010-1q.asp
02-01-10,"Karna Shapadam, Kuchella Vrittam",Payyanur,Kannur,Kerala,India,"Karna: Kala. Krishnakumar, Kunthi: Kala. Shanmugan, Duryodhana: Kala. Ravikumar, Dussassana: Kala. Hari R. Nair, Bhanumathi: Kala. Suchindran, Kuchella: Mathoor Govindankutty, Krishna: Kudamaloor Mura",,Babu,archive2010-1q.asp
01-01-10,Kiratham,Payyanur,Kannur,Kerala,India,"Kattalan: Kala. MPS Namboothiri, Kattalastree: Mathoor Govindankutty, Arjuna: Kala. Krishnakumar, Shiva: Kalanilayam Karunakara Kurup, Parvathi: Kala. Anilkumar, Pattu: Kala. Vinod, Kala. RamMohan, Ch",,Babu,archive2010-1q.asp
01-01-10,"Nalacharitham 1, Kiratham",Chenganassery,Alleppey,Kerala,India,"Sadanam Krishnankutty, Mathoor Govindankutty, Kala. Ramachandran Unnithan, Margi Vijayakumar, Kala. Suchindran, Kala. Krishnaprasad, Pattu: Pathiyoor Shankarankutty, Kala. Balachandran, Kala. Sajeev, ",,Hari the Midget,archive2010-1q.asp
01-01-10,Nalacharitham 1,Chengannaserry,Alleppey,Kerala,India,"Sadanam Krishnankutty, Margi Vijayakumar, Pattu: Pathiyoor Shankarankutty, Kala. Balachandran, Kala. Jayaprakash, Kala. Sajeev, Chenda: Kala. Krishnadas, Maddalam: Kala. Sasi",,Hari Bala-Simcoe,archive2010-1q.asp
01-01-10,Nalacheritham 3,Calicut,,Kerala,India,"Kerala Kalamandalam troup, Bahuka: Kala. Gopi",,Hari Bala-Simcoe,archive2010-1q.asp
01-01-10,Santhana Gopalam,Cherukolpuzha,Pattanamthitta,Kerala,India,Kala. Kesavan Namboothiri,,Hari the Midget,archive2010-1q.asp
01-01-10,Lavanasuravadham,Alway,Alleppey,Kerala,India,RLV Radhakrishnan,,Hari the Midget,archive2010-1q.asp
28-06-10,RAVANOTHBHAVAM,"SREEKRISHNAPURAM HIGHER SECONDARY SCHOOL,SREEKRISHNAPURAM",PALAKKAD,Kerala,India,"KALAMANDALAM SOMAN,KALA.NARAYANANKUTTY,KALA.CHINOSH,KALA KRISHNADAS, SADANAM RAMAKRISHNAN,KALA VENU,CHERPULASSERY HARIHARAN,NEDUMPALLY RAM MOHAN,SADANAM JYOTHISHBABU ETC.....","VAZHENKADA KUNCHU NAIR SMARAKA TRUST,9447838003",BIJU THEKKUMPAT,archive2010-2q.asp
27-06-10,"PURAPPAATU, KUCHELAVRUTHAM, KIRAATHAM","Sreekoodalmanikyam Kshethram Kizhakke Natappura ,Irinjalakuda 8.30p m",Thrissur,Kerala,India,"Purappaatu:Kln.Sandeep,Kln.Arjun, Kuchelan:Kln.Raaghavan,Sreekrishnan:Kln.Gopi,Rukmani:Kln.Vinodkumar, Arjunan:Kln.Gopaalakrishnan,Kaattalan:Sdn.Krishnankutty, Kaattaalasthree:Kln.Karunaakaran,Kuttikk",PUTHUR ACHYUTHA MENON FAMILY 9048 065909,M.K.ANIYAN,archive2010-2q.asp
26-06-10,KALYAANASOUGANDHIKAM,"Kalanilayam Hall, Irinjalakuda 6p m",Thrissur,Kerala,India,"Bheemasenan:Klm.Harinarayanan,Panchali:Klm.Kasinathan,Hanuman:Sdn.Bhasi, Samgeetham :Vengeri Narayanan,Klm.Sudheesh,Chenda:Sdn.Ramakrishnan, Maddalam:Klm.Venu,Chutty:Klm.Ravikumar.","Kathakali Club,Irinjalakuda 9249 800700",M.K.ANIYAN,archive2010-2q.asp
26-06-10,Narakasura Vadham,Sreekrishna Temple Natakasala Ambalapuzha 6.30 PM Monthly Performance,Alappuzha,Kerala,India,Kalnilayam Vinod(Lalitha) Kal Vijayakumar (Jayanthan); Kal Shanmughan (Narakasuran).........,Sandarsan Kathakali Vidyalayam 9447161980,Renjith R Ernakulam,archive2010-2q.asp
24-06-10,kathakalipadhakacheri,srirengamhallkottayam 2pm,kottayam,Kerala,India,pathiyoorsankarankutty kottakalmadhu,pallamchandran,shyam,archive2010-2q.asp
24-06-10,NALACHARITHAM 3rd DAY,MANNOORKAVE,KOLLAM,Kerala,India,KALAkrishnakumar pathiyoorsankarankutty,,shyam,archive2010-2q.asp
24-06-10,NALACHARITHAM 3rd DAY,MANNOORKAVE,KOLLAM,Kerala,India,KALAkrishnakumar pathiyoorsankarankutty,,shyam,archive2010-2q.asp
21-06-10,Banaudham(Usha-Chithralekha vare),"Nadakasala,Ambalapuza Sreekrishnaswami Temple,6pm",Alappuza,Kerala,India,"Banan-Kala:Sanmukhan,Banapathni & Parvathy-Kala:Rajeesh, Kubhandakan-Thiruvalla Babu, Sivan-Kalani:Karunakarakuruppu, Ganapathi-Thiruvalla Sadasivan, Subhrahmanayan-Tiruvanchoor Subash, Nandikesvaran-","Sandarsan Kathakali Vidyalayam,Amalapuza","Mani,Vathukkodam",archive2010-2q.asp
20-06-10,Kuchelavritham,"Sri Poornathrayeesa Temple Oottupura Hall, Tripunithura. 6 p.m.",Ernakulam,Kerala,India,"Kuchelan-Kal.Kuttan, Kuchelapadni-Kaln.Sasi,Srikrishnan-R.L.V.Rajendran, Rukmini-Biju Bhaskaran,Pattu-Kal.Hareesh, Kaln.Rajeevan, Chenda-Sad.Divakaran,Madalam-Thiruvilvamala Venkiteswaran,Chutti-Eroor",Thripunithura Kathakali Kendram,"Biju Anand, North Paravur",archive2010-2q.asp
19-06-10,Kathakali Carnatic Music Jugalbandi.,"Changambuzha park, Edappally.",Ernakulam,Kerala,India,"Kathakali music-Kottkkal Madhu,Chenda-Gopi krishnan Thampuran,Maddalam-Kalani. Manoj. Carnatic music-Nedumbally Ram Mohan, Violin-Edappally Jayamohan, Mridangam-Kala.Hari,","Edappally Kathakali Aswadaka Samithi, EDP",Gayathri,archive2010-2q.asp
18-06-10,Santhanagopalam,"Ernakulathappan Hall, Ernakulam",Ernakulam,Kerala,India,"Kala Vasu Pisharody, Sadanam Krishnan Kutty,Kala Rajeevan.....",EKM Kathakali Club,Srikumar,archive2010-2q.asp
13-06-10,Kiratham,"Ayodhya Auditorium, Payyannoor. 3pm",Kannur,Kerala,India,"Kala.Ramachandran Unnithan Shashtipoorty Sammelanam. Function 3pm. Kiratham kathakali at 6pm. Madavoor Vasudevan Nair, Oyyur Ramachandran, Kala.Krishnakumar, Premnath, Kott.Madhu, RamMohan, Kala.Krish",Payyannur Kathakaliyarangu,Dr.Pavithran,archive2010-2q.asp
12-06-10,Krishnaleela by Dr P Venugopalan,Asraman Sri Krishna Temple Kollam 7 PM,Kollam,Kerala,India,"Kal Vijayakumar(Devaki); Kal Mukundan (sri KRishnan); Kal Shanmughan (Yasoda); PAtiyoor Sankarnakutty, Kal Jayaprakash (Music)Kal Sreekanth Varma, Kalanilayam RAtheesh (Chenda/Edakka) Kalanilayam Mano",Sandarsan Ambalapuzha 9447161980,Renjith R Ernakulam,archive2010-2q.asp
11-06-10,"Purapad, Double Melapadam, Rugmangada Cheritham, Thorana Yudham, Bali Vijayam",Thrissur,Thrissur,Kerala,India,"Rugmangada: Kala. Vasu Pisharody, Mohini: Margi Vijayakumar, Dharmangada: Madhu Varanasi, Brahmins: Kalanilayam Ravindranatha Pai, Kalakendram Muralidharan Namboothiri, Sandhyavali: Kalakendram Murali",,Hari,archive2010-2q.asp
10-06-10,"Purapad, Double Melapadam, Karna Shapadam, Duryodhana Vadham, Prahalada Cheritham",Thrissur,Thrissur,Kerala,India,"Karna: Kala. Gopi, Duryodhana: Kala. Sreekumar, Dussassana: Kala. Hari R. Nair, Bhanumathi: Kalanilayam Vinod, Kunthi: Margi Vijayakumar, Krishna: Kudamaloor Muralikrishnan, Panchali: Kalanilayam Vino",,Hari,archive2010-2q.asp
